product_id,product_name,category,subcategory,brand,supplier_id,sourcing_country,cost_price,selling_price,reorder_level,active_flag
PROD00220,Everyday Essentials Personal Care Product 220,Health & Beauty,Personal Care,Everyday Essentials,SUP00037,UK,56.26,70.98,58,True
PROD00221,Everyday Essentials Garden Tools Product 221,Garden & Outdoor,Garden Tools,Everyday Essentials,SUP00040,UK,15.25,26.61,17,True
PROD00222,SmartBuy Plant Care Product 222,Garden & Outdoor,Plant Care,SmartBuy,SUP00008,China,44.6,54.5,81,True
PROD00223,HomePro Lighting Product 223,Electrical,Lighting,HomePro,SUP00010,China,117.44,182.36,53,True
PROD00224,ValuePlus Hair Care Product 224,Health & Beauty,Hair Care,ValuePlus,SUP00017,China,51.76,92.66,54,True
PROD00225,SmartBuy Garden Tools Product 225,Garden & Outdoor,Garden Tools,SmartBuy,SUP00010,China,67.86,107.74,29,True
PROD00226,HomePro Kitchen Product 226,Homeware,Kitchen,HomePro,SUP00039,UK,104.64,145.83,49,True
PROD00227,HomePro Outdoor Furniture Product 227,Garden & Outdoor,Outdoor Furniture,HomePro,SUP00034,UK,17.79,35.09,91,True
PROD00228,PrimeChoice Skincare Product 228,Health & Beauty,Skincare,PrimeChoice,SUP00031,India,19.85,25.27,57,True
PROD00229,ValuePlus Pet Accessories Product 229,Pet Care,Pet Accessories,ValuePlus,SUP00024,India,85.21,127.35,34,True
PROD00230,Everyday Essentials Outdoor Furniture Product 230,Garden & Outdoor,Outdoor Furniture,Everyday Essentials,SUP00010,China,27.99,44.83,61,True
PROD00231,ValuePlus Pet Food Product 231,Pet Care,Pet Food,ValuePlus,SUP00026,India,19.42,29.22,35,True
PROD00232,TradeSelect Wellness Product 232,Health & Beauty,Wellness,TradeSelect,SUP00029,India,89.14,126.25,16,True
PROD00233,HomePro Kitchen Product 233,Homeware,Kitchen,HomePro,SUP00015,China,68.6,127.44,35,True
PROD00234,HomePro Wallpaper Product 234,Paints & Decorating,Wallpaper,HomePro,SUP00004,China,90.25,115.94,55,True
PROD00235,TradeSelect BBQ Product 235,Garden & Outdoor,BBQ,TradeSelect,SUP00023,India,73.07,99.76,81,True
PROD00236,TradeSelect Small Electrical Product 236,Electrical,Small Electrical,TradeSelect,SUP00032,India,68.5,120.44,16,True
PROD00237,SmartBuy Switches Product 237,Electrical,Switches,SmartBuy,SUP00013,China,82.87,125.47,55,True
PROD00238,HomePro Dog Care Product 238,Pet Care,Dog Care,HomePro,SUP00018,China,84.52,154.94,57,True
PROD00239,HomePro Brushes & Rollers Product 239,Paints & Decorating,Brushes & Rollers,HomePro,SUP00040,UK,29.73,40.45,96,True
PROD00240,TradeSelect Cables Product 240,Electrical,Cables,TradeSelect,SUP00029,India,13.56,16.52,30,True
PROD00241,HomePro Storage Product 241,Homeware,Storage,HomePro,SUP00020,China,68.68,135.0,42,True
PROD00242,PrimeChoice Pet Food Product 242,Pet Care,Pet Food,PrimeChoice,SUP00023,India,72.81,118.75,51,True
PROD00243,PrimeChoice Interior Paint Product 243,Paints & Decorating,Interior Paint,PrimeChoice,SUP00018,China,85.88,128.52,28,True
PROD00244,TradeSelect Plant Care Product 244,Garden & Outdoor,Plant Care,TradeSelect,SUP00032,India,106.44,193.26,31,True
PROD00245,PrimeChoice Outdoor Furniture Product 245,Garden & Outdoor,Outdoor Furniture,PrimeChoice,SUP00007,China,62.66,113.27,17,True
PROD00246,SmartBuy BBQ Product 246,Garden & Outdoor,BBQ,SmartBuy,SUP00003,China,43.68,82.39,79,True
PROD00247,Everyday Essentials Wallpaper Product 247,Paints & Decorating,Wallpaper,Everyday Essentials,SUP00039,UK,83.95,129.8,13,True
PROD00248,PrimeChoice Skincare Product 248,Health & Beauty,Skincare,PrimeChoice,SUP00008,China,15.43,20.26,23,True
PROD00249,TradeSelect Dog Care Product 249,Pet Care,Dog Care,TradeSelect,SUP00026,India,100.69,190.35,75,True
PROD00250,ValuePlus Pet Food Product 250,Pet Care,Pet Food,ValuePlus,SUP00008,China,109.34,141.07,58,True
PROD00251,TradeSelect Small Electrical Product 251,Electrical,Small Electrical,TradeSelect,SUP00015,China,90.83,142.85,43,True
PROD00252,HomePro Brushes & Rollers Product 252,Paints & Decorating,Brushes & Rollers,HomePro,SUP00033,UK,25.37,35.2,67,True
PROD00253,HomePro Brushes & Rollers Product 253,Paints & Decorating,Brushes & Rollers,HomePro,SUP00022,India,12.72,19.19,20,True
PROD00254,Everyday Essentials Small Electrical Product 254,Electrical,Small Electrical,Everyday Essentials,SUP00003,China,25.18,35.0,86,True
PROD00255,TradeSelect BBQ Product 255,Garden & Outdoor,BBQ,TradeSelect,SUP00033,UK,51.06,74.88,77,True
PROD00256,PrimeChoice Pet Food Product 256,Pet Care,Pet Food,PrimeChoice,SUP00040,UK,46.23,78.96,78,True
PROD00257,HomePro Wellness Product 257,Health & Beauty,Wellness,HomePro,SUP00018,China,71.31,88.99,18,True
PROD00258,SmartBuy Plant Care Product 258,Garden & Outdoor,Plant Care,SmartBuy,SUP00010,China,29.11,56.03,60,True
PROD00259,HomePro Pet Food Product 259,Pet Care,Pet Food,HomePro,SUP00025,India,90.55,171.32,65,True
PROD00260,SmartBuy Skincare Product 260,Health & Beauty,Skincare,SmartBuy,SUP00025,India,116.38,231.06,53,True
PROD00261,SmartBuy Pet Food Product 261,Pet Care,Pet Food,SmartBuy,SUP00006,China,108.12,140.75,73,True
PROD00262,TradeSelect Dog Care Product 262,Pet Care,Dog Care,TradeSelect,SUP00009,China,50.87,73.53,33,True
PROD00263,ValuePlus Dog Care Product 263,Pet Care,Dog Care,ValuePlus,SUP00019,China,19.29,37.05,49,True
PROD00264,PrimeChoice Plant Care Product 264,Garden & Outdoor,Plant Care,PrimeChoice,SUP00036,UK,76.58,146.79,23,True
PROD00265,TradeSelect Switches Product 265,Electrical,Switches,TradeSelect,SUP00024,India,108.21,207.66,22,True
PROD00266,SmartBuy Wallpaper Product 266,Paints & Decorating,Wallpaper,SmartBuy,SUP00031,India,107.04,197.62,76,True
PROD00267,PrimeChoice Switches Product 267,Electrical,Switches,PrimeChoice,SUP00014,China,91.02,179.65,85,True
PROD00268,SmartBuy Outdoor Furniture Product 268,Garden & Outdoor,Outdoor Furniture,SmartBuy,SUP00003,China,88.14,161.57,74,True
PROD00269,TradeSelect Exterior Paint Product 269,Paints & Decorating,Exterior Paint,TradeSelect,SUP00035,UK,78.61,153.48,72,True
PROD00270,Everyday Essentials Exterior Paint Product 270,Paints & Decorating,Exterior Paint,Everyday Essentials,SUP00040,UK,60.49,120.71,90,True
PROD00271,PrimeChoice Personal Care Product 271,Health & Beauty,Personal Care,PrimeChoice,SUP00022,India,117.4,186.12,50,True
PROD00272,HomePro Bathroom Product 272,Homeware,Bathroom,HomePro,SUP00025,India,100.94,175.48,39,True
PROD00273,PrimeChoice Cables Product 273,Electrical,Cables,PrimeChoice,SUP00023,India,57.25,69.18,58,True
PROD00274,HomePro Pet Accessories Product 274,Pet Care,Pet Accessories,HomePro,SUP00029,India,116.04,160.35,22,True
PROD00275,Everyday Essentials Personal Care Product 275,Health & Beauty,Personal Care,Everyday Essentials,SUP00034,UK,48.24,61.49,84,True
PROD00276,PrimeChoice Exterior Paint Product 276,Paints & Decorating,Exterior Paint,PrimeChoice,SUP00021,India,104.11,198.57,31,True
PROD00277,HomePro Pet Food Product 277,Pet Care,Pet Food,HomePro,SUP00036,UK,15.98,28.79,38,True
PROD00278,TradeSelect Cat Care Product 278,Pet Care,Cat Care,TradeSelect,SUP00031,India,13.12,22.05,52,True
PROD00279,PrimeChoice Personal Care Product 279,Health & Beauty,Personal Care,PrimeChoice,SUP00032,India,24.11,39.04,49,True
PROD00280,TradeSelect Bathroom Product 280,Homeware,Bathroom,TradeSelect,SUP00014,China,74.62,130.13,25,True
PROD00281,Everyday Essentials Plant Care Product 281,Garden & Outdoor,Plant Care,Everyday Essentials,SUP00029,India,16.69,21.47,45,True
PROD00282,ValuePlus Outdoor Furniture Product 282,Garden & Outdoor,Outdoor Furniture,ValuePlus,SUP00020,China,11.64,22.12,60,True
PROD00283,SmartBuy Hair Care Product 283,Health & Beauty,Hair Care,SmartBuy,SUP00001,China,42.24,84.05,21,True
PROD00284,PrimeChoice Interior Paint Product 284,Paints & Decorating,Interior Paint,PrimeChoice,SUP00022,India,49.6,67.8,98,True
PROD00285,PrimeChoice Plant Care Product 285,Garden & Outdoor,Plant Care,PrimeChoice,SUP00027,India,113.07,160.48,77,True
PROD00286,PrimeChoice Exterior Paint Product 286,Paints & Decorating,Exterior Paint,PrimeChoice,SUP00032,India,90.58,123.79,87,True
PROD00287,HomePro Brushes & Rollers Product 287,Paints & Decorating,Brushes & Rollers,HomePro,SUP00016,China,92.82,176.16,80,True
PROD00288,HomePro Small Electrical Product 288,Electrical,Small Electrical,HomePro,SUP00016,China,19.89,38.75,40,True
PROD00289,PrimeChoice Pet Accessories Product 289,Pet Care,Pet Accessories,PrimeChoice,SUP00011,China,10.53,15.5,53,True
PROD00290,TradeSelect Wellness Product 290,Health & Beauty,Wellness,TradeSelect,SUP00019,China,95.94,171.28,36,True
PROD00291,ValuePlus Switches Product 291,Electrical,Switches,ValuePlus,SUP00006,China,119.54,161.17,79,True
PROD00292,TradeSelect Wallpaper Product 292,Paints & Decorating,Wallpaper,TradeSelect,SUP00022,India,22.67,32.94,66,True
PROD00293,TradeSelect Personal Care Product 293,Health & Beauty,Personal Care,TradeSelect,SUP00004,China,16.96,25.16,67,True
PROD00294,PrimeChoice Personal Care Product 294,Health & Beauty,Personal Care,PrimeChoice,SUP00005,China,37.38,72.62,52,True
PROD00295,TradeSelect Storage Product 295,Homeware,Storage,TradeSelect,SUP00028,India,73.28,129.21,80,True
PROD00296,Everyday Essentials Storage Product 296,Homeware,Storage,Everyday Essentials,SUP00010,China,5.44,9.57,95,True
PROD00297,ValuePlus Cat Care Product 297,Pet Care,Cat Care,ValuePlus,SUP00032,India,43.07,67.05,12,True
PROD00298,TradeSelect Kitchen Product 298,Homeware,Kitchen,TradeSelect,SUP00026,India,97.84,161.23,71,True
PROD00299,TradeSelect Pet Accessories Product 299,Pet Care,Pet Accessories,TradeSelect,SUP00009,China,64.68,118.42,54,True
PROD00300,SmartBuy Wellness Product 300,Health & Beauty,Wellness,SmartBuy,SUP00031,India,70.93,135.61,47,True
PROD00301,Everyday Essentials Pet Accessories Product 301,Pet Care,Pet Accessories,Everyday Essentials,SUP00005,China,38.81,48.03,32,True
PROD00302,PrimeChoice Storage Product 302,Homeware,Storage,PrimeChoice,SUP00021,India,106.49,140.98,17,True
PROD00303,SmartBuy Cat Care Product 303,Pet Care,Cat Care,SmartBuy,SUP00019,China,110.75,194.8,23,True
PROD00304,TradeSelect Hair Care Product 304,Health & Beauty,Hair Care,TradeSelect,SUP00017,China,4.48,6.6,24,True
PROD00305,Everyday Essentials Plant Care Product 305,Garden & Outdoor,Plant Care,Everyday Essentials,SUP00037,UK,17.13,21.16,73,True
PROD00306,ValuePlus Plant Care Product 306,Garden & Outdoor,Plant Care,ValuePlus,SUP00004,China,93.92,187.42,57,True
PROD00307,ValuePlus Bathroom Product 307,Homeware,Bathroom,ValuePlus,SUP00029,India,115.49,223.91,97,True
PROD00308,PrimeChoice Storage Product 308,Homeware,Storage,PrimeChoice,SUP00010,China,6.64,8.61,57,True
PROD00309,Everyday Essentials Lighting Product 309,Electrical,Lighting,Everyday Essentials,SUP00012,China,24.49,44.22,80,True
PROD00310,TradeSelect Outdoor Furniture Product 310,Garden & Outdoor,Outdoor Furniture,TradeSelect,SUP00008,China,56.25,96.96,91,True
PROD00311,ValuePlus Pet Accessories Product 311,Pet Care,Pet Accessories,ValuePlus,SUP00007,China,20.86,34.71,75,True
PROD00312,PrimeChoice Brushes & Rollers Product 312,Paints & Decorating,Brushes & Rollers,PrimeChoice,SUP00029,India,113.76,191.05,82,True
PROD00313,PrimeChoice Wallpaper Product 313,Paints & Decorating,Wallpaper,PrimeChoice,SUP00040,UK,57.58,75.97,36,True
PROD00314,SmartBuy Storage Product 314,Homeware,Storage,SmartBuy,SUP00022,India,40.55,54.47,85,True
PROD00315,Everyday Essentials Wallpaper Product 315,Paints & Decorating,Wallpaper,Everyday Essentials,SUP00015,China,83.91,133.86,73,True
PROD00316,ValuePlus Switches Product 316,Electrical,Switches,ValuePlus,SUP00011,China,16.56,30.56,71,True
PROD00317,ValuePlus Interior Paint Product 317,Paints & Decorating,Interior Paint,ValuePlus,SUP00033,UK,108.02,157.05,89,True
PROD00318,PrimeChoice Cat Care Product 318,Pet Care,Cat Care,PrimeChoice,SUP00008,China,84.03,143.79,61,True
PROD00319,TradeSelect Garden Tools Product 319,Garden & Outdoor,Garden Tools,TradeSelect,SUP00039,UK,24.36,31.86,52,True
PROD00320,ValuePlus Pet Food Product 320,Pet Care,Pet Food,ValuePlus,SUP00004,China,85.25,113.14,88,True
PROD00321,SmartBuy Brushes & Rollers Product 321,Paints & Decorating,Brushes & Rollers,SmartBuy,SUP00016,China,35.33,68.71,13,True
PROD00322,HomePro Wellness Product 322,Health & Beauty,Wellness,HomePro,SUP00034,UK,70.27,136.32,32,True
PROD00323,PrimeChoice Cat Care Product 323,Pet Care,Cat Care,PrimeChoice,SUP00035,UK,17.07,29.17,24,True
PROD00324,ValuePlus Wallpaper Product 324,Paints & Decorating,Wallpaper,ValuePlus,SUP00018,China,119.9,228.8,87,True
PROD00325,SmartBuy Plant Care Product 325,Garden & Outdoor,Plant Care,SmartBuy,SUP00002,China,42.02,70.7,21,True
PROD00326,ValuePlus Cables Product 326,Electrical,Cables,ValuePlus,SUP00030,India,87.14,167.58,55,True
PROD00327,TradeSelect Small Electrical Product 327,Electrical,Small Electrical,TradeSelect,SUP00011,China,117.3,169.39,70,False
PROD00328,Everyday Essentials Kitchen Product 328,Homeware,Kitchen,Everyday Essentials,SUP00032,India,46.99,75.1,39,True
PROD00329,PrimeChoice Brushes & Rollers Product 329,Paints & Decorating,Brushes & Rollers,PrimeChoice,SUP00040,UK,11.94,14.81,48,True
PROD00330,TradeSelect Personal Care Product 330,Health & Beauty,Personal Care,TradeSelect,SUP00004,China,49.9,65.0,34,True
PROD00331,Everyday Essentials Small Electrical Product 331,Electrical,Small Electrical,Everyday Essentials,SUP00035,UK,90.19,152.79,40,True
PROD00332,TradeSelect Cables Product 332,Electrical,Cables,TradeSelect,SUP00033,UK,42.21,55.83,94,False
PROD00333,PrimeChoice Wellness Product 333,Health & Beauty,Wellness,PrimeChoice,SUP00020,China,105.32,160.55,93,True
PROD00334,TradeSelect Skincare Product 334,Health & Beauty,Skincare,TradeSelect,SUP00037,UK,98.35,148.88,61,True
PROD00335,PrimeChoice Brushes & Rollers Product 335,Paints & Decorating,Brushes & Rollers,PrimeChoice,SUP00013,China,116.36,186.59,84,True
PROD00336,ValuePlus Interior Paint Product 336,Paints & Decorating,Interior Paint,ValuePlus,SUP00012,China,71.75,140.08,30,True
PROD00337,HomePro Cables Product 337,Electrical,Cables,HomePro,SUP00035,UK,105.76,154.6,41,True
PROD00338,HomePro Plant Care Product 338,Garden & Outdoor,Plant Care,HomePro,SUP00039,UK,103.48,205.76,58,True
PROD00339,SmartBuy Plant Care Product 339,Garden & Outdoor,Plant Care,SmartBuy,SUP00032,India,104.7,186.82,82,True
PROD00340,TradeSelect Pet Accessories Product 340,Pet Care,Pet Accessories,TradeSelect,SUP00009,China,70.3,101.64,97,True
PROD00341,ValuePlus Kitchen Product 341,Homeware,Kitchen,ValuePlus,SUP00017,China,63.74,113.86,14,True
PROD00342,Everyday Essentials Pet Food Product 342,Pet Care,Pet Food,Everyday Essentials,SUP00039,UK,93.19,128.8,35,True
PROD00343,ValuePlus Wellness Product 343,Health & Beauty,Wellness,ValuePlus,SUP00015,China,60.25,120.4,60,True
PROD00344,TradeSelect BBQ Product 344,Garden & Outdoor,BBQ,TradeSelect,SUP00026,India,42.74,52.27,100,True
PROD00345,SmartBuy Personal Care Product 345,Health & Beauty,Personal Care,SmartBuy,SUP00023,India,115.31,155.05,14,True
PROD00346,Everyday Essentials Pet Accessories Product 346,Pet Care,Pet Accessories,Everyday Essentials,SUP00036,UK,104.62,208.15,74,True
PROD00347,ValuePlus Personal Care Product 347,Health & Beauty,Personal Care,ValuePlus,SUP00020,China,54.96,81.51,93,False
PROD00348,PrimeChoice Pet Food Product 348,Pet Care,Pet Food,PrimeChoice,SUP00025,India,66.3,97.88,74,True
PROD00349,SmartBuy Bathroom Product 349,Homeware,Bathroom,SmartBuy,SUP00033,UK,114.5,211.86,37,True
PROD00350,TradeSelect Kitchen Product 350,Homeware,Kitchen,TradeSelect,SUP00002,China,62.26,98.85,57,True
PROD00351,Everyday Essentials Pet Food Product 351,Pet Care,Pet Food,Everyday Essentials,SUP00005,China,106.17,180.07,57,True
PROD00352,Everyday Essentials Switches Product 352,Electrical,Switches,Everyday Essentials,SUP00007,China,42.83,79.31,67,True
PROD00353,PrimeChoice Interior Paint Product 353,Paints & Decorating,Interior Paint,PrimeChoice,SUP00023,India,110.39,147.99,18,True
PROD00354,HomePro Outdoor Furniture Product 354,Garden & Outdoor,Outdoor Furniture,HomePro,SUP00038,UK,79.11,111.99,33,True
PROD00355,SmartBuy Cables Product 355,Electrical,Cables,SmartBuy,SUP00008,China,61.75,89.74,72,True
PROD00356,TradeSelect Brushes & Rollers Product 356,Paints & Decorating,Brushes & Rollers,TradeSelect,SUP00028,India,65.6,95.84,32,True
PROD00357,TradeSelect Pet Food Product 357,Pet Care,Pet Food,TradeSelect,SUP00023,India,99.69,149.0,95,True
PROD00358,ValuePlus Exterior Paint Product 358,Paints & Decorating,Exterior Paint,ValuePlus,SUP00009,China,114.31,225.39,14,True
PROD00359,TradeSelect Interior Paint Product 359,Paints & Decorating,Interior Paint,TradeSelect,SUP00023,India,119.24,228.31,56,True
PROD00360,Everyday Essentials Dog Care Product 360,Pet Care,Dog Care,Everyday Essentials,SUP00022,India,91.97,112.05,35,True
PROD00361,HomePro Plant Care Product 361,Garden & Outdoor,Plant Care,HomePro,SUP00019,China,41.12,78.9,87,True
PROD00362,SmartBuy Hair Care Product 362,Health & Beauty,Hair Care,SmartBuy,SUP00015,China,62.8,104.64,20,True
PROD00363,SmartBuy Wallpaper Product 363,Paints & Decorating,Wallpaper,SmartBuy,SUP00001,China,19.97,27.58,45,True
PROD00364,ValuePlus Hair Care Product 364,Health & Beauty,Hair Care,ValuePlus,SUP00026,India,70.53,111.91,98,True
PROD00365,PrimeChoice Lighting Product 365,Electrical,Lighting,PrimeChoice,SUP00024,India,26.95,40.16,76,True
PROD00366,TradeSelect Brushes & Rollers Product 366,Paints & Decorating,Brushes & Rollers,TradeSelect,SUP00002,China,51.94,85.85,97,True
PROD00367,TradeSelect Personal Care Product 367,Health & Beauty,Personal Care,TradeSelect,SUP00012,China,93.45,158.05,25,True
PROD00368,SmartBuy Kitchen Product 368,Homeware,Kitchen,SmartBuy,SUP00019,China,8.19,9.96,15,True
PROD00369,ValuePlus Dog Care Product 369,Pet Care,Dog Care,ValuePlus,SUP00016,China,72.28,114.06,97,True
PROD00370,SmartBuy Interior Paint Product 370,Paints & Decorating,Interior Paint,SmartBuy,SUP00021,India,13.56,17.34,35,True
PROD00371,Everyday Essentials Pet Accessories Product 371,Pet Care,Pet Accessories,Everyday Essentials,SUP00007,China,75.2,90.42,14,True
PROD00372,Everyday Essentials Pet Accessories Product 372,Pet Care,Pet Accessories,Everyday Essentials,SUP00013,China,68.94,93.33,33,True
PROD00373,PrimeChoice Bathroom Product 373,Homeware,Bathroom,PrimeChoice,SUP00024,India,39.83,66.6,50,True
PROD00374,PrimeChoice Dog Care Product 374,Pet Care,Dog Care,PrimeChoice,SUP00025,India,7.02,13.52,39,True
PROD00375,ValuePlus Exterior Paint Product 375,Paints & Decorating,Exterior Paint,ValuePlus,SUP00020,China,107.45,134.96,13,True
PROD00376,PrimeChoice Personal Care Product 376,Health & Beauty,Personal Care,PrimeChoice,SUP00001,China,54.85,109.02,33,True
PROD00377,PrimeChoice Exterior Paint Product 377,Paints & Decorating,Exterior Paint,PrimeChoice,SUP00038,UK,27.59,44.3,79,True
PROD00378,TradeSelect Interior Paint Product 378,Paints & Decorating,Interior Paint,TradeSelect,SUP00038,UK,45.57,84.98,33,False
PROD00379,SmartBuy Hair Care Product 379,Health & Beauty,Hair Care,SmartBuy,SUP00008,China,81.91,99.09,12,True
PROD00380,PrimeChoice Switches Product 380,Electrical,Switches,PrimeChoice,SUP00023,India,42.19,57.26,31,True
PROD00381,HomePro Pet Food Product 381,Pet Care,Pet Food,HomePro,SUP00035,UK,41.86,69.83,67,True
PROD00382,HomePro Cat Care Product 382,Pet Care,Cat Care,HomePro,SUP00023,India,77.26,109.04,99,True
PROD00383,ValuePlus Outdoor Furniture Product 383,Garden & Outdoor,Outdoor Furniture,ValuePlus,SUP00037,UK,11.61,22.35,19,True
PROD00384,SmartBuy Cleaning Product 384,Homeware,Cleaning,SmartBuy,SUP00012,China,51.58,66.17,79,True
PROD00385,Everyday Essentials Skincare Product 385,Health & Beauty,Skincare,Everyday Essentials,SUP00025,India,54.67,105.87,18,True
PROD00386,SmartBuy Bathroom Product 386,Homeware,Bathroom,SmartBuy,SUP00027,India,27.16,51.54,17,True
PROD00387,SmartBuy Interior Paint Product 387,Paints & Decorating,Interior Paint,SmartBuy,SUP00032,India,19.4,26.19,11,True
PROD00388,ValuePlus BBQ Product 388,Garden & Outdoor,BBQ,ValuePlus,SUP00007,China,32.55,45.83,31,True
PROD00389,Everyday Essentials Wellness Product 389,Health & Beauty,Wellness,Everyday Essentials,SUP00014,China,20.88,26.16,45,True
PROD00390,Everyday Essentials Small Electrical Product 390,Electrical,Small Electrical,Everyday Essentials,SUP00008,China,84.33,139.09,35,True
PROD00391,ValuePlus Bathroom Product 391,Homeware,Bathroom,ValuePlus,SUP00001,China,110.32,209.68,37,True
PROD00392,SmartBuy Bathroom Product 392,Homeware,Bathroom,SmartBuy,SUP00030,India,53.69,85.91,26,True
PROD00393,TradeSelect Outdoor Furniture Product 393,Garden & Outdoor,Outdoor Furniture,TradeSelect,SUP00029,India,83.05,108.99,49,True
PROD00394,TradeSelect Pet Accessories Product 394,Pet Care,Pet Accessories,TradeSelect,SUP00037,UK,106.26,142.18,93,True
PROD00395,Everyday Essentials Dog Care Product 395,Pet Care,Dog Care,Everyday Essentials,SUP00028,India,52.64,81.55,72,True
PROD00396,HomePro Brushes & Rollers Product 396,Paints & Decorating,Brushes & Rollers,HomePro,SUP00014,China,56.43,104.24,94,True
PROD00397,SmartBuy Exterior Paint Product 397,Paints & Decorating,Exterior Paint,SmartBuy,SUP00040,UK,64.22,80.19,83,True
PROD00398,SmartBuy Plant Care Product 398,Garden & Outdoor,Plant Care,SmartBuy,SUP00013,China,77.47,154.71,59,True
PROD00399,PrimeChoice Switches Product 399,Electrical,Switches,PrimeChoice,SUP00010,China,86.44,134.25,18,True
PROD00400,PrimeChoice Pet Accessories Product 400,Pet Care,Pet Accessories,PrimeChoice,SUP00014,China,62.68,85.71,38,True
PROD00401,HomePro Wallpaper Product 401,Paints & Decorating,Wallpaper,HomePro,SUP00013,China,89.18,109.06,65,True
PROD00402,HomePro Brushes & Rollers Product 402,Paints & Decorating,Brushes & Rollers,HomePro,SUP00005,China,25.74,48.6,52,True
PROD00403,HomePro BBQ Product 403,Garden & Outdoor,BBQ,HomePro,SUP00037,UK,90.52,158.69,74,True
PROD00404,TradeSelect Switches Product 404,Electrical,Switches,TradeSelect,SUP00031,India,98.2,157.23,39,True
PROD00405,ValuePlus Skincare Product 405,Health & Beauty,Skincare,ValuePlus,SUP00032,India,53.12,78.04,100,True
PROD00406,Everyday Essentials Plant Care Product 406,Garden & Outdoor,Plant Care,Everyday Essentials,SUP00001,China,48.32,59.19,51,True
PROD00407,SmartBuy Lighting Product 407,Electrical,Lighting,SmartBuy,SUP00003,China,8.33,13.67,47,False
PROD00408,PrimeChoice Kitchen Product 408,Homeware,Kitchen,PrimeChoice,SUP00034,UK,16.36,20.9,36,True
PROD00409,SmartBuy Wellness Product 409,Health & Beauty,Wellness,SmartBuy,SUP00030,India,44.2,54.37,45,True
PROD00410,TradeSelect BBQ Product 410,Garden & Outdoor,BBQ,TradeSelect,SUP00032,India,78.81,143.41,97,True
PROD00411,TradeSelect Bathroom Product 411,Homeware,Bathroom,TradeSelect,SUP00007,China,91.38,151.02,98,True
PROD00412,HomePro Pet Food Product 412,Pet Care,Pet Food,HomePro,SUP00027,India,116.97,159.04,65,True
PROD00413,Everyday Essentials Storage Product 413,Homeware,Storage,Everyday Essentials,SUP00022,India,29.36,47.58,16,True
PROD00414,Everyday Essentials Small Electrical Product 414,Electrical,Small Electrical,Everyday Essentials,SUP00005,China,34.42,61.21,20,True
PROD00415,TradeSelect Brushes & Rollers Product 415,Paints & Decorating,Brushes & Rollers,TradeSelect,SUP00029,India,89.77,175.17,70,True
PROD00416,PrimeChoice Pet Accessories Product 416,Pet Care,Pet Accessories,PrimeChoice,SUP00012,China,68.25,119.22,55,True
PROD00417,SmartBuy Small Electrical Product 417,Electrical,Small Electrical,SmartBuy,SUP00038,UK,33.0,65.64,59,True
PROD00418,PrimeChoice Cables Product 418,Electrical,Cables,PrimeChoice,SUP00029,India,64.11,106.6,39,True
PROD00419,Everyday Essentials Wallpaper Product 419,Paints & Decorating,Wallpaper,Everyday Essentials,SUP00027,India,100.69,125.02,15,True
PROD00420,PrimeChoice Exterior Paint Product 420,Paints & Decorating,Exterior Paint,PrimeChoice,SUP00032,India,66.43,108.51,15,True
PROD00421,TradeSelect Outdoor Furniture Product 421,Garden & Outdoor,Outdoor Furniture,TradeSelect,SUP00016,China,8.9,12.63,31,True
PROD00422,PrimeChoice Cables Product 422,Electrical,Cables,PrimeChoice,SUP00013,China,75.77,129.4,69,False
PROD00423,ValuePlus Interior Paint Product 423,Paints & Decorating,Interior Paint,ValuePlus,SUP00030,India,30.14,57.95,85,True
PROD00424,PrimeChoice BBQ Product 424,Garden & Outdoor,BBQ,PrimeChoice,SUP00034,UK,81.81,157.44,29,True
PROD00425,PrimeChoice Garden Tools Product 425,Garden & Outdoor,Garden Tools,PrimeChoice,SUP00030,India,107.73,188.92,99,True
PROD00426,SmartBuy Cleaning Product 426,Homeware,Cleaning,SmartBuy,SUP00017,China,61.07,113.26,20,True
PROD00427,SmartBuy Pet Food Product 427,Pet Care,Pet Food,SmartBuy,SUP00028,India,96.22,185.42,55,True
PROD00428,Everyday Essentials Pet Accessories Product 428,Pet Care,Pet Accessories,Everyday Essentials,SUP00032,India,50.97,78.36,25,True
PROD00429,SmartBuy Cleaning Product 429,Homeware,Cleaning,SmartBuy,SUP00007,China,92.65,121.49,31,True
PROD00430,ValuePlus Brushes & Rollers Product 430,Paints & Decorating,Brushes & Rollers,ValuePlus,SUP00024,India,60.46,115.21,28,True
PROD00431,HomePro Pet Accessories Product 431,Pet Care,Pet Accessories,HomePro,SUP00005,China,39.69,67.13,49,True
PROD00432,Everyday Essentials Hair Care Product 432,Health & Beauty,Hair Care,Everyday Essentials,SUP00004,China,50.33,66.78,28,True
PROD00433,HomePro Cat Care Product 433,Pet Care,Cat Care,HomePro,SUP00022,India,66.7,113.08,93,True
PROD00434,ValuePlus Lighting Product 434,Electrical,Lighting,ValuePlus,SUP00018,China,76.05,148.0,74,True
PROD00435,ValuePlus BBQ Product 435,Garden & Outdoor,BBQ,ValuePlus,SUP00009,China,17.84,21.75,61,True
PROD00436,ValuePlus Pet Food Product 436,Pet Care,Pet Food,ValuePlus,SUP00019,China,25.77,39.39,59,True
PROD00437,SmartBuy Lighting Product 437,Electrical,Lighting,SmartBuy,SUP00037,UK,61.82,91.71,100,True
